image_id,question,predicted_answer,ground_truth_answers,vqa_accuracy
106849,What kind of store are they in?,wine,wine|liquor|wint store|liquor|liquor|liquor|liquor|liquor|liquor|wine store,0.3333333333333333
325357,Are the vessels shown most likely made of plastic or ceramic?,plastic,metal|metal|neither|metal|ceramic|medal|ceramic|ceramic|metal|steel,0.0
318386,What vegetables are on the plate?,broccoli,"broccoli,peas,potato|broccoli and mushrooms|broccoli, tomatoes, pea pods, potatoes|green beans, broccoli, mashed potatoes|broccoli, peas|beans|broccoli|broccoli and snow peas|broccoli, beans and potatoes|broccoli",0.6666666666666666
80895,Is she wearing a jacket?,no,no|no|no|no|no|no|no|no|no|no,1.0
500718,What is the name of the airline?,b,easyjet|easyjet|easyjet|easyjet|easyjet|easyjet|easyjet|easyjet|easyjet|easyjet,0.0
400719,Is more than one person flying a kite?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
216790,Is this a busy intersection?,yes,no|no|no|no|yes|no|no|no|no|yes,0.6666666666666666
231945,Could this be a political event?,yes,yes|yes|yes|yes|yes|yes|no|yes|yes|yes,1.0
521282,What is being used as a vase?,glass,pitcher|mason jar|pitcher|mug|jar|pitcher|glass|jug|flowers|pitcher,0.3333333333333333
197796,Where are the spray bottles?,closet,ledge|on shelf|ledge|on counter|shelf|yes|shelf|cleaning products|cleaner|on shelf,0.0
238459,Is it winter?,yes,no|no|no|no|no|no|no|no|no|no,0.0
292995,What color is the Trey?,red,red|red|red|red|red|red|red|red|red|red,1.0
536274,What kind of food is this?,cake,cake|cake|cake|cake|cake|cake|cake|cake|cake|cake,1.0
172404,Are those lions?,yes,no|no|no|no|no|no|no|no|no|no,0.0
545407,What image is on the tail of the plane?,blue,no image|sun|sun|sun|sunrise|sun|sun|sun|sun|sun,0.0
158254,Are there 4 birds only?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
526186,Who is standing by the stove?,man,man|man|man|man|man|man|man|man|man|man,1.0
230040,What two colors are in this photo?,blue,"blue brown|gray and brown|blue, beige|beige blue|blue and tan|blue and beige|blue and brown|beige and blue|brown and blue|brown and blue",0.0
18476,What color is the tie?,red,red|red|red|red|red|red|red|red|red|maroon,1.0
7690,Which luggage bag is bigger?,black,red|blue|red|blue|red|red|red|red|red|red bag,0.0
545958,Is this blurry?,no,no|no|no|no|no|no|no|no|no|no,1.0
449675,Which food is a side order?,salad,salad|salad|potato|salad|salad|salad|salad|salad|salad|salad,1.0
266627,Where is the cat's head in the picture's forefront?,inside,in backpack|in bag|backpack|no|in suitcase|in backpack|in suitcase|suitcase|in suitcase|looking in suitcase,0.0
128830,How many men in the photo?,1,2|2|2|2|2|2|2|1|2|2,0.3333333333333333
461255,What colors are in the photo?,blue,"gray, blue, black and white|grey, blue, ivory|gray white blue and black|gray|gray|blue|gray, white, blue, brown|gray and white|blue|white",0.6666666666666666
82396,Is there a man or woman on the statue?,woman,man|man|man|woman|man|man|man|man|man|man,0.3333333333333333
464824,What is on the man's wrist?,band aid,watch|bracelet|bracelet|bracelet|bracelet|watch|bracelet|bracelet|bracelet|bracelet,0.0
393372,What is her expression?,happy,serious|serious|neutral|serious|serious|deadpan|solemn|mad|somber|sour,0.0
524627,Is there a boy with long hair?,yes,no|yes|no|no|no|no|no|yes|they could be boy with long hair|no,0.6666666666666666
323291,Can you eat this cupcake?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
36563,Is this a dance group?,yes,yes|yes|maybe|yes|yes|yes|no|yes|yes|no,1.0
337264,Are the people preparing food?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
263474,Is this a conventional toilet seat?,yes,no|no|no|no|no|no|no|no|no|no,0.0
372816,How many outlets are below the mirror?,1,1|0|0|0|1|1|0|1|2|2,1.0
105782,Which game is the dog doing?,frisbee,chasing|standing on to legs|fetch|catch|kite|kite|kite flying|kiting|chasing kite|fetch,0.0
442128,How many cords are on the floor?,1,1|1|1|1|1|1|1|1|1|1,1.0
345160,What is the cat laying on?,bike,no cat|nothing|no cat|arms|no cat|nothing|no cat|no cat|woman|no cat,0.0
260510,Is the fruit inside of something?,yes,yes|yes|yes|yes|yes|yes|upside down glass|yes|yes|yes,1.0
367007,What area are the green vegetables located?,vegetable,outer edge|pot|outside|outside of pan|pan|broccoli|around cauliflower|sprouts|bottom|outside,0.0
192838,What color is the surfboard?,blue,blue|blue|blue|blue|blue|blue|blue|blue|blue|blue,1.0
255824,What shape is this object?,round,line|oval|cylinder|rectangle|rectangle|rectangle|rectangle|oblong|round|spherical,0.3333333333333333
301755,Is the man going to fall if he maintains the current position?,yes,yes|no|yes|yes|yes|yes|yes|yes|no|yes,1.0
235200,Is the zebra male or female?,female,female|female|male|female|female|male|male|female|female|female,1.0
347558,What color are the cabinets?,gray,white|white|white|white|white|white|white|white|white|white,0.0
524621,Is this a man made exhibit?,yes,no|no|no|no|no|no|no|no|no|no,0.0
345782,What gaming console are they using?,wii,wii|wii|wii|wii|wii|wii|wii|wii|wii|wii,1.0
137028,What is the dog wearing on his paws?,shoe,boots|shoes|shoes|shoes|slippers|booties|booties|shoes|booties|shoes,0.0
467978,What are the other animals?,dogs,sheepdog|sheep|sheep|sheep|sheep|sheep|alpacas|sheep|sheep|sheep,0.0
537631,What sport are these people playing?,tennis,tennis|tennis|tennis|tennis|tennis|tennis|tennis|tennis|tennis|tennis,1.0
221610,How many windows are there?,1,3|3|3|3|3|3|3|3|3|3,0.0
293153,What country is this ship from?,usa,america|us|india|america|usa|ireland|us|us|china|i don't know,0.3333333333333333
269815,What is the man doing?,sleeping,laying down|lying down|goofing off|laying|looking out door|laying down|playing|laying down|laying down and being silly|flailing on bed,0.0
253699,Is it someone's birthday?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
146710,What brand is her visor?,nike,nike|can't see|adidas|unknown|no name|no brand|nike|fila|nike|cannot tell,1.0
381658,Are there windshield wipers?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
320641,Is he riding off road?,yes,no|no|no|no|yes|no|no|no|no|no,0.3333333333333333
209864,What sort of animal print does the right item look like?,elephant,leopard|leopard|leopard|raccoon|elephant|cheetah|stingray|coral|iguana|elephant,0.6666666666666666
216910,What is the object on the right?,surfboard,lifeguard stand|tower|tower|lifeguard post|surfboard|tower|watchtower|stand|lifeguard stand|lifeguard booth,0.3333333333333333
240506,What is in front of the stuffed toy?,pizza,pizza|pizza|pizza|pizza|pizza|pizza|pizza|pizza|pizza|pizza,1.0
225738,Are the animals near a predator?,yes,no|no|no|no|no|no|no|no|no|no,0.0
480311,Is this old or new?,new,old|old|old|old|old|old|old|old|old|old,0.0
802,Is there a oven in this room?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
504824,What are the colors on the sweater worn by the sleeping girl?,brown,white|white|white|white|white|white|white and blue|white and blue|white|white,0.0
565469,Is it night?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
381173,Is the giraffe standing next to a ladder?,yes,no|no|no|no|no|no|no|no|no|no,0.0
500175,What time of day does this picture depict?,morning,evening|evening|day|morning is my best guess|day time|evening|morning|evening|noon|night,0.3333333333333333
120007,What are they taking a photo of?,cow,goat|cow|baby cow|cow|calf eating apple|cow|cows eating|calf|cow|cow eating apple,1.0
101013,What color is the car?,blue,blue and white|blue|blue|blue|blue|blue|blue|blue|blue|blue,1.0
191218,What food is this?,sandwich,philly cheese steak|reuben|steakum sandwich|sandwich|sandwich|sandwich|sandwich|sandwich|sandwich|sandwich,1.0
479836,What color is the cheese?,yellow,orange|orange|orange-yellow|yellow|orange|orange|yellow|cheddar|yellow|orange,1.0
479562,What id woman married?,single,yes|yes|ring|ring|wedding ring|yes|ring|yes|yes|yes,0.0
31730,Is there a urinal in the picture?,yes,no|no|yes|no|no|no|no|no|yes|no,0.6666666666666666
473109,Is the man white?,no,no|no|no|no|no|no|no|no|no|no,1.0
339022,How many bikes are there?,2,2|2|2|2|2|2|2|2|2|2,1.0
105052,What time of day?,evening,night|evening|night time|night|evening|can't tell|night time|afternoon|evening|evening,1.0
526368,How can you tell if this computer has been dropped before?,cracked,making tape on side|yes|duct tape|it's duct taped|duct tape|duct tape|tape|duct tape|it's taped together|tape,0.0
393557,What color is the zebra?,black,"black and white|black and white|black and white|black and white|black and white|black and white|black, white|black and white|black and white|white and black",0.0
109361,Where are the birds?,round,on street|ground|ground|ground|ground|on ground|courtyard|on ground|everywhere|ground,0.0
16593,Is this man in a restaurant?,yes,no|no|no|no|no|no|no|no|no|no,0.0
511159,Does his tie match his shirt?,yes,yes|yes|yes|yes|yes|yes|yes|yes|no|yes,1.0
256973,What is the third letter from the left on the cover of the book?,c,p|p|p|p|o|o|p|p|p|p,0.0
14276,Does this animal look sad?,no,no|no|no|no|no|yes|no|no|yes|maybe,1.0
134322,What is flying in the sky?,kite,kite|kite|kite|kite|kite|kite|kite|kite|kite|kite,1.0
315501,What size are the rims?,15,"15 inch|regular size|don't know|18 inches|20|small|large|medium|15 inch|15""",0.0
499672,What color is the horse?,white,white|white|white|white|white|white|white|white|white|white,1.0
299290,What is on the boy's head?,hat,hat|hat|yellow|hat|hat|hat|hat|baseball cap|hat|hat,1.0
248167,Is the fan on?,yes,no|no|no|no|no|no|no|no|no|no,0.0
16817,How many poles is the skier using?,1,2|2|2|2|2|2|2|2|2|2,0.0
222625,What design is on the plates?,stripes,snowflakes|snowflake|winter|snowflake|snowflakes|snowflakes|snowflakes|blue snowflakes|snowflakes|snowflakes,0.0
39540,How many plates are in view?,2,3|3|2|2|2|3|1|2|2|3,1.0
464098,Is this an escalator?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
511999,Is the train moving?,no,no|no|no|no|no|no|no|no|no|no,1.0
175310,Are there reading materials in this picture?,yes,no|no|no|no|no|no|no|no|no|no,0.0
434829,Is this a black and white or color photo?,color,color|color|color|color|color|no|color|color|color|color,1.0
372070,Where is the train?,chicago,on tracks in middle|tracks|tracks|track|tracks|tracks|on trail|on tracks|track|on tracks,0.0
541018,What is on the white square plate?,cheese,square plate is brown|pastries|pasta|fried bread|rice|food|croissants|food|empanadas|rice,0.0
174390,Are they policeman?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
468354,What are these animals?,ducks,birds|swans|swans|birds|geese|swans|swans|ducks|ducks|swans,0.6666666666666666
17311,Where is the horse looking?,on,down|down|down|street|down|left|left|ahead|down|down,0.0
111789,Is the elephant as large as it appears in the mirror?,yes,no|no|yes|no|no|no|no|no|yes|no,0.6666666666666666
379022,What is the blue object?,boat,boat|boat|boat|boat|boat|boat|part of boat|boat|boat|boat,1.0
158770,What type of bear is the white one?,teddy,princess|teddy bear|teddy|stuffed|princess|teddy|stuffed|polar|doll|teddy bear,0.6666666666666666
223587,What is mainly featured?,vegetable,"chicken|chicken|chicken broccoli|chicken|chicken and mushrooms|chicken|chicken & mushrooms|broccoli and mushrooms|chicken|meat, mushrooms",0.0
47204,What color is the hydrant?,green,green|green|green|green|green|green|green|green|green|green,1.0
259830,What website is advertised?,german,wwwlinda porch|wwwlindoorch|golf|wwwlindoorch|wwwlindoorch|wwwlindoorch|golfcom|indoor|wwwflowercom|wwwlindoorch,0.0
74967,What are they doing to the baby?,caring,cutting umbilical cord|circumcision|cutting umbilical cord|cutting umbilical cord|cutting cord|circumcision|cutting cord|cutting cord|cutting cord|cutting umbilical,0.0
13943,How many horses are pulling the carriage?,2,1|1|1|1|1|1|1|1|1|1,0.0
360595,Do you perceive two gladiators about to tussle?,yes,no|no|no|no|no|no|no|no|yes|no,0.3333333333333333
423723,What animal is this?,giraffe,giraffe|giraffe|giraffe|giraffe|giraffe|giraffe and zebra|giraffe|giraffe|giraffe|giraffe,1.0
203539,Is this a zoo?,yes,no|no|no|no|no|no|no|no|no|no,0.0
281591,How many hairs does the dark brown dog have?,2,"lot|not sure|1000's|lot|4 million|1000000|1,000,000|100,000|2 million|5000",0.0
84474,Is the water calm?,yes,yes|yes|no|no|yes|no|yes|yes|yes|yes,1.0
267515,Is this near a sink?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
353398,Do you see any mechanics tools?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
39081,How many people are here?,one,1|1|1|1|1|1|1|1|1|1,0.0
205451,What the name of the photographer?,richard,don't know|geraldine ann forster|geraldine ann forster|geraldine ann forster|geraldine ann forster|geraldine ann foster|geraldine ann forster|geraldine ann forester|geraldine ann forster|geraldine ann forster,0.0
453013,Is the bear all one color?,no,yes|yes|yes|yes|yes|no|yes|no|yes|yes,0.6666666666666666
302531,How many giraffes are depicted?,1,1|1|1|1|1|1|1|1|1|1,1.0
355234,Is this a test for the dogs?,yes,yes|yes|yes|no|no|yes|yes|yes|yes|yes,1.0
353096,What color is the keyboard?,white,white|white|white|white|white|white|white|white|white|white,1.0
188040,Is the lady wearing black happy?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
405279,Is this a dog park?,yes,no|no|no|no|no|no|no|yes|no|no,0.3333333333333333
91883,What kind of food is in these photos?,seafood,"crab|crab|crab|crab|crab|crab|crab|krab, green beans, pasta|crab, noodles, broccoli|crab",0.0
158770,Does the teddy bear appear to be holding a hammer?,yes,no|no|no|no|no|no|no|no|no|no,0.0
376295,What is the red object on the cake?,candle,"ribbon|strawberry|strawberry|ribbon, berry|strawberry|ribbon|strawberries|berry|ribbon|strawberry",0.0
95161,What color are the umbrellas?,blue,blue and yellow|blue and yellow|yellow and blue|blue and yellow|yellow and blue|yellow and blue|blue yellow|blue and yellow|blue yellow|yellow and blue,0.0
188818,What color is chair?,white,brown|brown|orange|brown|brown|brown|brown|orange|brown|green,0.0
221776,Are the monkey bars in use?,no,no|no|no|no|no idea|no|no|no|no|no,1.0
522425,Is this person mad?,yes,no|yes|yes|yes|yes|no|no|no|yes|no,1.0
398138,Is this a small group of people?,yes,no|no|no|no|no|yes|no|yes|yes|no,1.0
160243,Are there leaves on the trees?,yes,no|no|no|no|no|no|no|no|no|no,0.0
575356,Is this on an airplane?,no,no|no|no|no|no|no|no|no|no|no,1.0
422432,Is the truck facing to the right or to the left?,right,right|right|right|right|right|right|right|right|right|right,1.0
314140,Where is the cat?,b,on desk|desk|on desk|floor|on desk|table|on desk|in front of laptop|in front of mouse|by computer,0.0
214732,Is he wearing boots?,no,yes|yes|yes|yes|yes|yes|yes|no|yes|yes,0.3333333333333333
387148,Are those palm trees in the background?,yes,no|no|no|no|no|no|no|no|no|no,0.0
233236,What color is the couch?,blue,green|teal|green|green|green|green|green|green|green|green,0.0
163361,How many colors on the plane?,2,4|5|4|5|4|4|4|3|5|4,0.0
445041,How many people are there?,1,3|1|3|2|3|3|2|2|3|3,0.3333333333333333
383513,Is there clouds in the sky?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
490639,Was this image taken outdoors?,yes,no|no|no|no|in|no|no|no|no|no,0.0
333665,How many people are there?,2,7|7|10|7|8|7|10|8|8|8,0.0
461255,What type of pavement is he on?,asphalt,cement|skatepark|concrete|concrete|concrete|concrete|concrete|at skateboard park|cemented|concrete,0.0
443597,What color is the knife handle?,red,black|black|black|black|black|black|black|black|black|black,0.0
119802,Do any cars have their lights on?,yes,yes|yes|yes|yes|yes|2|yes|2|yes|yes,1.0
248786,How many pizzas are there?,2,4|4|4|4|4|4|4|4|4|4,0.0
270570,What color is the phone?,black,black|black|black|black|black|black|red|black|black|black,1.0
469859,Are these men in a meeting?,yes,no|no|yes|yes|no|yes|no|yes|no|yes,1.0
383838,What color hair is shown?,black,brown|brown|brown|brown|brown|brown|brown|brown|brown|brown,0.0
96327,What's on the spoon?,banana,peanut butter|pudding|caramel|peanut butter|peanut butter|peanut butter|peanut butter|peanut butter|peanut butter|peanut butter,0.0
229889,Is this person an adult?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
323751,How many rails do you see?,1,2|3|3|5|9|5|4|4|3|5,0.0
546428,Where is this?,kitchen,kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|kitchen,1.0
568529,What direction does the grain in the wood run?,loc,long way|long way|horizontal|across|left to right|horizontal|horizontal|diagonal|across|horizontal,0.0
166142,Is this broken?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
567340,What is the person holding in hand?,hot dog,hot dog|hot dog|hot dog|hot dog|hot dog|hot dog|hot dog|hot dog|food|hot dog,1.0
240727,Are these kids happy?,yes,yes|yes|no|yes|no|no|no|yes|no|no,1.0
435208,Does this room have warm lighting?,yes,yes|no|no|yes|yes|yes|no|yes|no|no,1.0
403907,How many benches appear in this photo?,1,2|2|2|2|2|2|2|2|2|2,0.0
323598,Is the restroom nice?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
391463,Is the woman wearing boots?,no,no|no|no|no|no|no|no|no|no|no,1.0
224907,What color is the ball?,blue,green one & yelow one|green and yellow|green/yellow|green and yellow|green and yellow|green|green|green|yellow and green|green,0.0
304076,Where is the bus going?,downtown,rail bus|rail|rail|rail|rail|bus stop|to rail|towards camera|impossible to tell|rail station,0.0
402798,What kind of plane is this a picture of?,red,commercial|commercial|australian jet|airplane|commercial jet|qantas|commercial|australian|passenger jet|red and white plane,0.0
53229,What is the season?,summer,fall|fall|fall|fall|fall|fall|fall|fall|fall|fall,0.0
163755,What is the only color show in the picture?,black,black and white|black and white|white|black and white|gray|white and black|black & white|white|white|black and white,0.0
237777,Are they in water?,yes,yes|no|yes|yes|yes|no|yes|no|yes|yes,1.0
126592,Is this intersection a 2 way stop or a 5 way stop?,2 way,2 way|2|2|2 way|2 way|2 stop|2|2 way|2 way|neither,1.0
162495,What material is the roof made of?,metal,brick shingles|tile|brick|tiles|tile|tile|clay|tile|brick|cobblestone,0.0
306127,Where are the people?,behind,auditorium|auditorium|conference room|class|lecture hall|in auditorium|at conference|auditorium|in lecture hall|in cinema,0.0
129765,Is this a lunch buffet?,yes,yes|yes|yes|no|no|no|yes|yes|yes|yes,1.0
436883,Is the bus moving?,yes,no|yes|yes|yes|no|yes|yes|yes|no|yes,1.0
76211,Is the clock on a building?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
208589,Is the bird eating an apple?,yes,yes|yes|yes|yes|yes|yes|yes|yes|crow|yes,1.0
291655,Are the stems in a mason jar?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
407821,Has the photo been filtered in photo editing software?,no,no|no|no|no|no|no|no|yes|yes|no,1.0
158779,What does the button with the +- symbols say?,+,zoom|rotate|zoom|zoom|zoom|zoom|zoom|zoom|zoom|zoom,0.0
83161,What kind of pasta is in this dish?,spaghetti,vegetable|noodles|spaghetti|italian|spaghetti|spaghetti|linguini|angel hair|rice pasta|chinese noodles,1.0
526425,Is there a shadow in the picture?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
17869,What color is the frisbee?,white,white|white|white|white|white|white|white|white/blue|white and blue|white,1.0
541634,Does the beverage contain alcohol?,no,no|no|no|no|no|no|no|no|no|no,1.0
99114,Is it raining?,yes,no|no|no|no|no|no|no|no|no|no,0.0
82059,Is the train in a rural area?,yes,no|yes|no|yes|yes|yes|yes|no|yes|yes,1.0
113678,Why does the dog have a hat on?,because,person put it there|yes|decoration|for photo|to make funny picture|for picture|halloween|hat|cute|celebration,0.0
188544,Is this a kitchen?,yes,yes|no|no|yes|no|no|no|yes|yes|no,1.0
386204,Why is he sitting on the skateboard?,he's,taking break|waiting|tired|break|resting|resting|resting|resting|resting|not sitting,0.0
326970,Does the man look comfortable?,yes,yes|yes|no|yes|no|no|yes|yes|no|yes,1.0
142564,How many children are here?,2,2|2|2|2|2|2|2|2|2|2,1.0
214388,What utensils are shown?,spoon,"knife, fork|fork and knife|fork, knife|fork & knife|knife and fork|fork and knife|fork and knife|fork knife|knife fork|fork and knife",0.0
201775,Was this photo taken at someone's house?,yes,no|no|no|no|no|no|no|no|no|no,0.0
355272,Has this boy been injured recently?,no,no|no|no|no|no|no|no|no|no|no,1.0
482784,How many children are seen?,2,4|45|9|12|few hundred|many|many|30|5|10,0.0
211604,Is the player tired?,no,yes|maybe|yes|yes|yes|yes|yes|yes|yes|yes,0.0
512879,Is the markings on the side of the sheep man made or natural?,man made,man made|natural|natural|natural|natural|natural|natural|natural|natural|natural,0.3333333333333333
279490,What number of food pieces are on the platter?,2,1|1|3|2|1|2|1|1|2|1,1.0
133933,What is the woman sitting on?,chair,chair|couch|south|couch|chair|ottoman|chair|couch|couch|couch,1.0
143010,What kind of flower is this?,rose,rose|rose|rose|rose|rose|rose|rose|rose|rose|rose,1.0
469279,Is this in a park?,no,yes|yes|no|no|no|no|yes|no|yes|no,1.0
260608,Are the girls playing soccer?,yes,3|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
542147,What animals are in the pastures?,cows,cows|cows|cows|cow|cattle|cows|cows|cows|cow|cows,1.0
101456,Is this a tidy kitchen?,yes,no|yes|no|no|no|no|no|no|no|no,0.3333333333333333
579593,What animal is this?,giraffe,giraffe|giraffe|giraffe|giraffe|giraffe|giraffe|giraffe|giraffe|giraffe|giraffe,1.0
361693,Where is the bear?,forest,behind some trees|in wilderness|in woods|in wood|forest|wood|woods|woods|center|forest,0.6666666666666666
277689,What is cast?,cake,shadow|cake|nothing|cake|sun|overcast|sunny|shadow|nothing|shadows,0.6666666666666666
92935,How many children are Indian?,1,0|1|0|0|0|1|1|0|0|1,1.0
373375,Are the animals ears up or down?,up,down|up|down|down|down|down|down|down|down|down,0.3333333333333333
229096,What color is the bus?,red,"red blue and white|white, red, and blue|white|red, blue, and white|white|white, blue, black, and red|white|white,red, and blue|red and white|white",0.0
407443,Where is the boy on a skateboard?,street,ramp|skateboard park|ramp|at skate park|half pipe|skatepark|yes|on ramp|on ramp|skate park,0.0
25069,Is this a one way street?,no,yes|yes|no|yes|yes|yes|yes|no|no|yes,1.0
19532,What it reflected in the car at the intersection?,street,no|cars|other cars|tires|another car|traffic|can't tell|two cups|other cars|background,0.0
415434,How many elephants?,2,2|2|2|2|2|2|2|2|2|2,1.0
195045,Is this area wired for electricity?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
91883,Is there any melted butter in a bowl?,no,no|no|no|no|no|no|no|no|no|no,1.0
427135,What sport is she playing?,soccer,soccer|soccer|soccer|soccer|soccer|soccer|soccer|soccer|soccer|soccer,1.0
205474,Do these flowers need more water now?,yes,yes|yes|no|yes|yes|no|yes|yes|no|yes,1.0
161609,Is the dog happy?,yes,yes|yes|no|no|no|yes|no|yes|no|yes,1.0
458487,Has the ball reached the batter yet?,no,no|no|no|no|no|no|no|no|no|no,1.0
469480,What is the bird doing?,eating,standing|sitting on bike handle|standing|standing|standing|sitting|perching|sitting|sitting on bike handles|sitting,0.0
472704,What room is this?,bathroom,toilet|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom,1.0
288603,Are all of the animals sheep?,yes,no|no|no|no|no|yes|no|no|yes|no,0.6666666666666666
384012,Is the stadium crowded?,yes,yes|yes|no|yes|no|no|yes|no|no|no,1.0
363119,What is the man holding in his right hand?,cell phone,phone|beer|beer|cell phone|beer|phone|beer|beer|glass of beer|beer,0.3333333333333333
455414,What is the object to the left?,snowboard,sign|don't know|flag|flag|flag|flag|skiing gate|flag|flag|sign,0.0
22599,Are these wild animals?,no,no|no|no|no|no|no|no|no|no|no,1.0
82157,What color is his shirt?,red,"gray|gray|grey, blue, red|gray|gray|gray|gray|gray|gray|gray, blue, red",0.0
471816,Is there a printer on the ground?,yes,no|no|no|no|no|no|no|no|no|no,0.0
542260,What is the white fence style object?,fence,goal net|goal|goal|goalie net|goal|goal net|goal post|goal|goal|goal,0.0
72051,Are all 3 computers turned on?,yes,no|no|no|no|no|no|no|no|no|no,0.0
183319,Does this glass have wine in it?,yes,yes|yes|yes|yes|yes|yes|yes|no|no|yes,1.0
509270,What is this toy?,kite,kite|kite|kite|kite|kite|kite|kite|kite|kite|kite,1.0
549361,What is the man holding?,phone,cell phone|phone|phone|bottle|phone|phone|phone|phone|phone|phone,1.0
479448,What is the sauce in the background?,syrup,maple syrup|syrup|syrup|syrup|soy|syrup|syrup|syrup|syrup|jelly,1.0
21161,Is the picture clear?,yes,no|no|no|no|yes|no|no|yes|no|no,0.6666666666666666
21365,What is displayed on the screen?,laptop,elephant|elephant|movie|elephant|monster|dog|dog|elephant|face|dogs,0.0
128907,What is the blue thing?,car,building|stage|building|bridge|bridge|water fountain|building lights|building|building|lights,0.0
279386,How many wastebaskets are there?,1,0|0|0|0|0|0|0|0|0|0,0.0
351362,What are these things called?,pillows,bathtub|bathrooms|curtains|bathroom|bathroom|shower curtains|light|curtains|curtains|curtains,0.0
353321,How many people are there?,2,6|4|5|4|6|4|6|6|4|4,0.0
340200,Does the girl look happy?,yes,yes|yes|yes|yes|yes|no|yes|yes|yes|yes,1.0
580621,What type of establishment are these people likely seated?,bar,restaurant|restaurant|restaurant|cafe|cafe|restaurant|restaurant|restaurant|restaurant|cafe,0.0
557896,What color is the table?,white,brown|brown|brown|brown|brown|brown|brown|brown|brown|brown,0.0
176271,Have these oranges been altered?,no,no|no|no|no|no|no|no|yes|no|no,1.0
232574,What color is the elephant?,white,gray|gray|brown|gray|gray|gray|gray|brown|gray|gray,0.0
184172,Is the person on the paddle board drunk?,no,no|no|no|no|no|no|maybe|no|no|no,1.0
548095,Are some of these animals thirsty?,yes,yes|maybe|yes|yes|yes|yes|yes|yes|yes|yes,1.0
415420,Is the man older than the number of candles on the cake?,yes,yes|yes|no|yes|yes|yes|yes|yes|no|yes,1.0
545597,Is this in someone's home?,yes,no|no|no|no|no|no|no|no|no|no,0.0
106120,Is this a normal bathroom?,yes,yes|no|no|yes|yes|yes|yes|yes|yes|yes,1.0
565341,What animal is in the photo?,dog,dog|dogs|dog|dog|dog|dog|dogs|dog|dog|dog,1.0
396252,Is the bird free?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
381563,What kind of vegetable is on the plate?,vegetable,brown rice|basil|bean|rice|cauliflower|spinach|beans|cauliflower|rice|on on,0.0
229889,How many humans are visible in this photo?,1,1|1|1|1|1|1|1|1|1|1,1.0
384952,What room is this?,kitchen,kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|n|kitchen|kitchen,1.0
36501,Is the elephant free?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
549048,Is anyone waiting on the bus?,yes,no|no|yes|no|no|no|no|no|no|yes,0.6666666666666666
10077,Is the zebra in the shade?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
209186,How many types of animals are in the photo?,2,2|2|2|2|2|2|2|2|2|2,1.0
173117,Is the man wearing suspenders?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
515422,What is on top of the mountains?,clouds,trees|trees|clouds|clouds|trees|clouds and trees|airplane|clouds|clouds|fog,1.0
334941,Is she pretty?,yes,yes|yes|yes|yes|yes|yes|not really|yes|yes|yes,1.0
255824,What is this filled with?,sugar,cream|creme|creme|creme|creme|cream|creme|pastry|cream|cream,0.0
357829,How many planes are flying?,5,6|6|6|6|6|6|6|6|6|6,0.0
9378,What facial expression is the man wearing?,happy,concentration|serious|concentrating|grimace|serious|focused|concentrated|concentration|focused|concentration,0.0
208236,What color is the floor?,red,gray|blue|black|gray|gray|gray|gray|blue|white|gray,0.0
405183,What color is the couch they are on?,white,gray|plaid|blue|plaid|plaid|plaid|many colors|black|blue|black,0.0
